Rk,Tm,Year,#Matching,W,L,,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SH,SF,IBB,HBP,GDP,SB,CS,WPA
814,BAL,2000,162,74,88,Ind. Games,6238,5549,794,1508,310,22,184,750,558,900,.272,.341,.435,.776,27,54,34,49,148,126,65,-4.5
815,BAL,2005,162,74,88,Ind. Games,6134,5551,729,1492,296,27,189,700,447,902,.269,.327,.434,.761,40,42,31,54,145,83,37,-2.9
816,BAL,2010,162,66,96,Ind. Games,6109,5554,613,1440,264,21,133,577,424,1056,.259,.316,.386,.702,31,45,32,54,154,76,34,-7.6
817,BAL,1983,162,98,64,Ind. Games,6273,5546,799,1492,283,27,168,761,601,800,.269,.340,.421,.761,46,56,48,23,144,61,33,9.1
818,BAL,2015,162,81,81,Ind. Games,6007,5485,713,1370,246,20,217,686,418,1331,.250,.307,.421,.728,20,32,23,51,127,44,25,-3.7
819,BAL,1993,162,85,77,Ind. Games,6310,5508,786,1470,287,24,157,744,655,930,.267,.346,.413,.759,49,56,52,41,131,73,54,-1.4
820,BAL,1998,162,79,83,Ind. Games,6304,5565,817,1520,303,11,214,783,593,903,.273,.347,.447,.794,44,44,30,58,136,86,48,-4.0
821,BAL,2013,162,85,77,Ind. Games,6144,5620,745,1460,298,14,212,719,416,1125,.260,.313,.431,.744,27,45,36,36,105,79,29,7.8
822,BAL,1986,162,73,89,Ind. Games,6203,5524,708,1425,223,13,169,669,563,862,.258,.327,.395,.722,33,51,26,31,159,64,34,-4.8
823,BAL,1991,162,67,95,Ind. Games,6257,5604,686,1421,256,29,170,660,528,974,.254,.319,.401,.720,47,45,33,33,147,50,33,-5.9
824,BAL,2001,162,63,98,Ind. Games,6151,5472,687,1359,262,24,136,663,514,989,.248,.319,.380,.699,38,49,26,77,121,133,53,-10.0
825,BAL,2006,162,70,92,Ind. Games,6240,5610,768,1556,288,20,164,727,474,878,.277,.339,.424,.763,40,41,35,73,145,121,32,-2.4
826,BAL,2017,162,75,87,Ind. Games,6140,5650,743,1469,269,12,232,713,392,1412,.260,.312,.435,.747,10,37,12,50,138,32,13,-2.6
827,BAL,2011,162,69,93,Ind. Games,6156,5585,708,1434,273,13,191,684,452,1120,.257,.316,.413,.729,24,43,24,52,154,81,25,-2.3
828,BAL,1984,162,85,77,Ind. Games,6187,5456,681,1374,234,23,160,647,620,884,.252,.328,.391,.719,45,43,48,22,133,51,36,-1.0
829,BAL,2016,162,89,73,Ind. Games,6089,5524,744,1413,265,6,253,710,468,1324,.256,.317,.443,.760,17,36,19,44,119,19,13,1.9
830,BAL,1989,162,87,75,Ind. Games,6173,5440,708,1369,238,33,129,659,593,957,.252,.326,.379,.705,63,47,44,30,140,118,55,2.5
831,BAL,1999,162,78,84,Ind. Games,6409,5637,851,1572,299,21,203,804,615,890,.279,.353,.447,.800,41,55,34,61,146,107,46,-1.4
832,BAL,2004,162,78,84,Ind. Games,6431,5736,842,1614,319,18,169,803,528,949,.281,.345,.432,.776,46,62,34,57,126,101,41,-4.1
833,BAL,2009,162,64,98,Ind. Games,6233,5618,741,1508,307,19,160,708,517,1013,.268,.332,.415,.747,13,46,25,39,131,76,37,-8.5
834,BAL,2014,162,96,66,Ind. Games,6130,5596,705,1434,264,16,211,681,401,1285,.256,.311,.422,.734,35,36,29,62,112,44,20,2.5
835,BAL,1987,162,67,95,Ind. Games,6185,5576,729,1437,219,20,211,701,524,939,.258,.322,.418,.740,31,32,29,22,139,69,45,-2.1
836,BAL,1992,162,89,73,Ind. Games,6292,5485,705,1423,243,36,148,680,647,827,.259,.340,.398,.738,50,59,55,51,139,89,48,-2.0
837,BAL,1997,162,98,64,Ind. Games,6340,5584,812,1498,264,22,196,780,586,952,.268,.341,.429,.770,46,59,44,65,121,63,26,1.6
838,BAL,2002,162,67,95,Ind. Games,6096,5491,667,1353,311,27,165,636,452,993,.246,.309,.403,.712,40,49,25,64,128,110,48,-10.8
839,BAL,2007,162,69,93,Ind. Games,6264,5631,756,1529,306,30,142,718,500,939,.272,.333,.412,.746,38,47,31,47,139,144,42,-5.4
840,ATL,1985,162,66,96,Ind. Games,6208,5526,632,1359,213,28,126,598,553,849,.246,.315,.363,.678,65,41,56,22,154,72,52,-5.5
841,ATL,1990,162,65,97,Ind. Games,6084,5504,682,1376,263,26,162,636,473,1010,.250,.311,.396,.706,49,31,36,27,101,92,55,-0.1
842,ATL,2000,162,95,67,Ind. Games,6275,5489,810,1490,274,26,179,758,595,1010,.271,.346,.429,.775,87,45,38,59,127,148,56,1.5
843,ATL,2005,162,90,72,Ind. Games,6186,5486,769,1453,308,37,184,733,534,1084,.265,.333,.435,.768,75,46,56,45,146,92,32,7.2
844,ATL,2010,162,91,71,Ind. Games,6252,5463,738,1411,312,25,139,699,634,1140,.258,.339,.401,.740,69,35,50,51,136,63,29,5.5
845,ATL,2017,162,72,90,Ind. Games,6216,5584,732,1467,289,26,165,706,474,1184,.263,.326,.412,.738,59,32,57,66,137,77,31,-1.2
846,ATL,1983,162,88,74,Ind. Games,6198,5472,746,1489,218,45,130,691,582,847,.272,.341,.400,.741,78,46,72,17,130,146,88,8.5
847,ATL,2015,162,67,95,Ind. Games,6034,5420,573,1361,251,18,100,548,471,1107,.251,.314,.359,.674,67,31,39,44,148,69,33,-6.9
848,ATL,1993,162,104,58,Ind. Games,6234,5515,767,1444,239,29,169,712,560,946,.262,.331,.408,.739,73,50,46,36,127,125,48,4.7
849,ATL,1998,162,106,56,Ind. Games,6217,5484,826,1489,297,26,215,794,548,1062,.272,.342,.453,.795,76,46,37,61,104,98,43,8.9
850,ATL,2003,162,101,61,Ind. Games,6378,5670,907,1608,321,31,235,872,545,933,.284,.349,.475,.824,65,49,46,49,124,68,22,13.6
851,ATL,2008,162,72,90,Ind. Games,6368,5604,753,1514,316,33,130,721,618,1023,.270,.345,.408,.753,69,34,56,42,143,58,27,-3.4
852,ATL,2013,162,96,66,Ind. Games,6133,5441,688,1354,247,21,181,656,542,1384,.249,.321,.402,.723,58,35,36,55,119,64,31,5.6
853,ATL,1991,162,94,68,Ind. Games,6182,5456,749,1407,255,30,141,704,563,906,.258,.328,.393,.722,86,45,55,32,104,165,76,5.2
854,ATL,1996,162,96,66,Ind. Games,6293,5614,773,1514,264,28,197,735,530,1032,.270,.333,.432,.765,69,50,41,27,144,83,43,-2.7
855,ATL,2001,162,88,74,Ind. Games,6152,5498,729,1432,263,24,174,696,493,1039,.260,.324,.412,.736,64,52,51,45,132,85,46,-5.9
856,ATL,2006,162,79,83,Ind. Games,6284,5583,849,1510,312,26,222,818,526,1169,.270,.337,.455,.791,78,44,48,52,131,52,35,3.8
857,ATL,2011,162,89,73,Ind. Games,6169,5528,641,1345,244,16,173,606,504,1260,.243,.308,.387,.695,75,30,45,28,113,77,44,-3.4
858,ATL,1984,162,80,82,Ind. Games,6107,5422,632,1338,234,27,111,578,555,896,.247,.317,.361,.678,64,45,70,20,113,140,85,-3.9
859,ATL,1999,162,103,59,Ind. Games,6351,5569,840,1481,309,23,197,791,608,962,.266,.341,.436,.777,74,47,62,53,120,148,66,4.0
860,ATL,2004,162,96,66,Ind. Games,6339,5570,803,1503,304,37,178,767,587,1158,.270,.343,.434,.777,75,48,51,59,123,86,32,6.1
861,ATL,2009,162,86,76,Ind. Games,6335,5539,735,1459,300,20,149,700,602,1064,.263,.339,.405,.744,95,47,54,52,142,58,26,-3.0
862,ATL,1982,162,89,73,Ind. Games,6233,5507,739,1411,215,22,146,687,554,869,.256,.325,.383,.708,96,43,64,29,102,151,77,11.1
863,ATL,2014,162,79,83,Ind. Games,6064,5468,573,1316,240,22,123,545,472,1369,.241,.305,.360,.665,53,27,31,43,121,95,33,-8.6
864,ATL,1992,162,98,64,Ind. Games,6143,5480,682,1391,223,48,138,641,493,924,.254,.316,.388,.703,93,50,58,26,82,126,60,5.6
865,ATL,1997,162,101,61,Ind. Games,6315,5528,791,1490,268,37,174,755,597,1160,.270,.343,.426,.769,83,52,45,52,143,108,58,3.9
866,ATL,2007,162,84,78,Ind. Games,6374,5689,810,1562,328,27,176,781,534,1149,.275,.339,.435,.774,55,47,43,49,137,64,30,1.2
867,ATL,2012,162,94,68,Ind. Games,6126,5425,700,1341,263,30,149,660,567,1289,.247,.320,.389,.709,53,46,37,34,108,101,32,2.3
868,ARI,2000,162,85,77,Ind. Games,6241,5527,792,1466,282,44,179,756,535,975,.265,.333,.429,.763,61,58,37,59,115,97,44,-3.1
869,ARI,2005,162,77,85,Ind. Games,6327,5550,696,1419,291,27,191,670,606,1094,.256,.332,.421,.754,71,45,51,55,132,67,26,-4.6
870,ARI,2010,162,65,97,Ind. Games,6183,5473,713,1366,301,34,180,691,589,1529,.250,.325,.416,.740,41,41,45,39,113,86,41,-4.8
871,ARI,2015,162,79,83,Ind. Games,6276,5649,720,1494,289,48,154,680,490,1312,.264,.324,.414,.738,46,57,40,33,134,132,44,-2.0
872,ARI,1998,162,65,97,Ind. Games,6116,5491,665,1353,235,46,159,621,489,1239,.246,.314,.393,.707,45,27,32,64,125,73,38,-10.3
873,ARI,2003,162,84,78,Ind. Games,6261,5570,717,1467,303,47,152,696,531,1006,.263,.330,.417,.746,63,52,63,45,126,76,38,-11.1
874,ARI,2008,162,82,80,Ind. Games,6156,5409,720,1355,318,47,159,683,587,1287,.251,.327,.415,.742,68,43,49,49,105,58,23,-2.3
875,ARI,2013,162,81,81,Ind. Games,6334,5676,685,1468,302,31,130,647,519,1142,.259,.323,.391,.715,50,43,51,43,160,62,41,0.5
876,ARI,2001,162,92,70,Ind. Games,6349,5595,818,1494,284,35,208,775,587,1052,.267,.341,.442,.783,71,36,73,57,105,71,38,-2.9
877,ARI,2006,162,76,86,Ind. Games,6330,5645,773,1506,331,38,160,743,504,965,.267,.331,.424,.755,61,53,47,67,136,76,30,-8.1
878,ARI,2011,162,94,68,Ind. Games,6096,5421,731,1357,293,37,172,702,531,1249,.250,.322,.413,.736,50,33,55,61,82,133,55,7.4
879,ARI,2016,162,69,93,Ind. Games,6260,5665,752,1479,285,56,190,709,463,1427,.261,.320,.432,.752,43,38,43,50,117,137,31,-0.3
880,ARI,1999,162,100,62,Ind. Games,6415,5658,908,1566,289,46,216,865,588,1045,.277,.347,.459,.805,61,60,52,48,94,137,39,9.3
881,ARI,2004,162,51,111,Ind. Games,6114,5544,615,1401,295,38,135,582,441,1022,.253,.310,.393,.703,56,37,38,35,137,53,32,-16.6
882,ARI,2009,162,70,92,Ind. Games,6269,5565,720,1408,307,45,173,686,571,1298,.253,.324,.418,.742,54,41,47,37,93,102,40,-6.2
883,ARI,2014,162,64,98,Ind. Games,6089,5552,615,1379,259,47,118,573,398,1165,.248,.302,.376,.678,56,36,31,43,115,86,33,-7.1
884,ARI,2017,162,93,69,Ind. Games,6224,5525,812,1405,314,39,220,776,578,1456,.254,.329,.445,.774,39,27,44,54,106,103,30,-0.2
885,ARI,2002,162,98,64,Ind. Games,6318,5508,819,1471,283,41,165,783,643,1016,.267,.346,.423,.769,62,53,58,50,130,92,46,5.5
886,ARI,2007,162,90,72,Ind. Games,6101,5398,712,1350,286,40,171,687,532,1111,.250,.321,.413,.734,55,58,38,57,121,109,24,-3.3
887,ARI,2012,162,81,81,Ind. Games,6150,5462,734,1416,307,33,165,710,539,1266,.259,.328,.418,.746,61,45,47,41,108,93,51,1.1
888,ANA,1997,162,84,78,Ind. Games,6387,5628,829,1531,279,25,161,775,617,953,.272,.346,.416,.762,40,57,37,45,129,126,72,4.1
889,ANA,2002,162,99,63,Ind. Games,6327,5678,851,1603,333,32,152,811,462,805,.282,.341,.433,.773,49,64,42,74,105,117,51,5.3
890,ANA,2000,162,82,80,Ind. Games,6373,5628,864,1574,309,34,236,837,608,1024,.280,.352,.472,.825,47,43,43,47,126,93,52,0.6
891,ANA,1998,162,85,77,Ind. Games,6280,5630,787,1530,314,27,147,739,510,1028,.272,.335,.415,.751,49,41,31,48,122,93,45,-1.5
892,ANA,2003,162,77,85,Ind. Games,6119,5487,736,1473,276,33,150,687,476,838,.268,.330,.413,.743,50,50,42,56,125,129,61,-4.1
893,ANA,2001,162,75,87,Ind. Games,6226,5551,691,1447,275,26,158,662,494,1001,.261,.327,.405,.732,46,53,34,77,109,116,52,-10.0
894,ANA,1999,162,70,92,Ind. Games,6132,5494,711,1404,248,22,158,673,511,1022,.256,.322,.395,.716,41,42,24,43,135,71,45,-14.6
895,ANA,2004,162,92,70,Ind. Games,6296,5675,836,1603,272,37,162,783,450,942,.282,.341,.429,.770,56,41,43,73,123,143,46,2.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,WSN,2008,161,59,102,Ind. Games,6192,5491,641,1376,269,26,117,608,534,1095,.251,.323,.373,.696,64,36,21,67,153,81,43,-10.8
897,WSN,2011,161,80,81,Ind. Games,6090,5441,624,1319,257,22,154,594,470,1323,.242,.309,.383,.691,82,32,40,65,103,106,38,-5.3
898,TOR,2004,161,67,94,Ind. Games,6178,5531,719,1438,290,34,145,680,513,1083,.260,.328,.403,.732,20,42,25,71,139,58,31,-11.5
899,TOR,1985,161,99,62,Ind. Games,6107,5508,759,1482,281,53,158,714,503,807,.269,.331,.425,.757,21,44,44,30,121,144,77,3.6
900,TEX,1988,161,70,91,Ind. Games,6157,5479,637,1378,227,39,112,589,542,1022,.252,.320,.368,.689,48,53,43,35,111,130,57,-9.8
901,TEX,1984,161,69,92,Ind. Games,6100,5569,656,1452,227,29,120,618,420,807,.261,.313,.377,.689,47,43,36,20,130,81,50,-7.5
902,TEX,1985,161,62,99,Ind. Games,6005,5361,617,1359,213,41,129,578,530,819,.253,.322,.381,.703,34,45,30,33,136,130,76,-9.9
903,TBD,2004,161,70,91,Ind. Games,6098,5483,714,1416,278,46,145,685,469,944,.258,.320,.405,.725,35,56,33,55,97,132,42,-6.4
904,TBD,2002,161,55,106,Ind. Games,6198,5604,673,1418,297,35,133,640,456,1115,.253,.314,.390,.704,44,36,29,58,116,102,45,-9.4
905,TBD,2000,161,69,92,Ind. Games,6206,5505,733,1414,253,22,162,692,558,1022,.257,.329,.399,.728,52,40,25,51,126,90,46,-10.3
906,STL,1986,161,79,82,Ind. Games,6122,5378,601,1270,216,48,58,550,568,905,.236,.309,.327,.636,108,46,69,20,84,262,78,-10.9
907,STL,2006,161,83,78,Ind. Games,6225,5522,781,1484,292,27,184,745,531,922,.269,.337,.431,.769,71,40,70,61,129,59,32,1.6
908,STL,1999,161,75,86,Ind. Games,6354,5570,809,1461,274,27,194,763,613,1202,.262,.338,.426,.764,75,44,51,51,110,134,48,-1.3
909,SFG,1980,161,75,86,Ind. Games,6047,5368,573,1310,199,44,80,539,509,840,.244,.308,.342,.651,100,54,61,14,122,100,58,-5.6
910,SFG,2003,161,100,61,Ind. Games,6204,5456,755,1440,281,29,180,713,593,980,.264,.338,.425,.763,76,39,79,40,130,53,37,6.1
911,SFG,2006,161,76,85,Ind. Games,6136,5472,746,1418,297,52,163,711,494,891,.259,.324,.422,.746,80,37,76,53,136,58,25,-2.8
912,SEA,1988,161,68,93,Ind. Games,6018,5436,664,1397,271,27,148,619,461,787,.257,.317,.398,.716,40,42,24,38,135,95,61,-4.3
913,SEA,1998,161,76,85,Ind. Games,6327,5628,859,1553,321,28,234,822,558,1081,.276,.345,.468,.812,36,48,26,57,107,115,39,3.6
914,SEA,1996,161,85,76,Ind. Games,6518,5668,993,1625,343,19,245,954,670,1052,.287,.366,.484,.850,46,58,57,75,121,90,39,7.5
915,SDP,1988,161,83,78,Ind. Games,6032,5366,594,1325,205,35,94,566,494,892,.247,.310,.351,.661,106,45,59,21,116,123,50,-1.4
916,PIT,1999,161,78,83,Ind. Games,6234,5468,775,1417,282,40,171,735,573,1197,.259,.334,.419,.753,87,45,40,60,111,112,44,-6.1
917,PIT,2004,161,72,89,Ind. Games,6115,5483,680,1428,267,39,142,648,415,1066,.260,.321,.401,.722,79,42,33,95,117,63,40,-7.0
918,PIT,2009,161,62,99,Ind. Games,6058,5417,636,1364,289,34,125,612,499,1142,.252,.318,.387,.705,60,36,44,46,124,90,32,-8.3
919,PIT,2002,161,72,89,Ind. Games,6049,5330,641,1300,263,20,142,610,537,1109,.244,.319,.381,.700,68,41,44,73,97,86,49,-7.2
920,PIT,1985,161,57,104,Ind. Games,6099,5436,568,1340,251,28,80,535,514,842,.247,.311,.347,.658,91,44,64,14,131,110,60,-14.1
921,PHI,1986,161,86,75,Ind. Games,6229,5483,739,1386,266,39,154,696,589,1154,.253,.327,.400,.727,66,51,70,40,98,153,59,3.6
922,PHI,2002,161,80,81,Ind. Games,6323,5523,710,1428,325,41,165,676,640,1095,.259,.339,.422,.761,67,39,70,53,129,104,43,4.2
923,OAK,2000,161,91,70,Ind. Games,6432,5560,947,1501,281,23,239,908,750,1159,.270,.360,.458,.817,26,44,32,52,147,40,15,8.3
924,OAK,2008,161,75,86,Ind. Games,6138,5451,646,1318,270,23,125,610,574,1226,.242,.318,.369,.686,30,35,23,48,126,88,21,-10.9
925,NYY,1988,161,85,76,Ind. Games,6297,5592,772,1469,272,12,148,717,588,935,.263,.333,.395,.728,36,51,56,30,130,146,39,6.8
926,NYY,2001,161,95,65,Ind. Games,6233,5577,804,1488,289,20,203,774,519,1035,.267,.334,.435,.769,30,43,38,64,119,161,53,1.2
927,NYY,1989,161,74,87,Ind. Games,6096,5458,698,1470,229,23,130,657,502,831,.269,.331,.391,.722,58,49,48,27,130,137,60,4.8
928,NYY,2002,161,103,58,Ind. Games,6377,5601,897,1540,314,12,223,857,640,1171,.275,.354,.455,.809,23,41,48,72,150,100,38,10.0
929,NYY,1985,161,97,64,Ind. Games,6236,5458,839,1458,272,31,176,793,620,771,.267,.344,.425,.769,48,60,50,50,119,155,53,13.8
930,NYY,2000,161,87,74,Ind. Games,6311,5556,871,1541,294,25,205,833,631,1007,.277,.354,.450,.804,16,50,42,57,134,99,48,3.1
931,NYM,2003,161,66,95,Ind. Games,6007,5341,642,1317,262,24,124,607,489,1035,.247,.314,.374,.688,78,45,42,54,136,70,31,-10.5
932,NYM,1991,161,77,84,Ind. Games,6077,5359,640,1305,250,24,117,605,578,789,.244,.317,.365,.682,60,52,53,27,97,153,70,-3.2
933,NYM,2002,161,75,86,Ind. Games,6150,5496,690,1409,238,22,160,650,486,1044,.256,.322,.395,.717,75,30,46,63,142,87,42,-7.7
934,MON,1986,161,78,83,Ind. Games,6174,5508,637,1401,255,50,110,602,537,1016,.254,.322,.379,.701,53,42,72,33,113,193,95,-2.2
935,MON,1991,161,71,90,Ind. Games,6035,5411,579,1329,236,42,95,536,484,1056,.246,.308,.357,.666,65,47,51,28,97,221,100,-8.2
936,MON,1984,161,78,83,Ind. Games,6042,5439,593,1367,242,36,96,553,470,782,.251,.312,.362,.674,74,34,50,25,100,131,38,-4.7
937,MON,1985,161,84,77,Ind. Games,6053,5429,633,1342,242,49,118,593,492,880,.247,.310,.375,.685,61,45,73,26,112,169,77,0.3
938,MIN,1999,161,63,97,Ind. Games,6124,5495,686,1450,285,30,105,643,500,978,.264,.328,.384,.712,24,56,28,49,151,118,60,-18.9
939,MIN,2002,161,94,67,Ind. Games,6196,5582,768,1518,348,36,167,731,472,1089,.272,.332,.437,.769,34,52,30,56,121,79,62,1.4
940,MIN,1980,161,77,84,Ind. Games,6131,5530,670,1468,252,46,99,634,436,703,.265,.319,.381,.700,92,51,40,21,151,62,46,-9.8
941,MIL,1986,161,77,84,Ind. Games,6126,5461,667,1393,255,38,127,625,530,986,.255,.321,.385,.707,53,53,26,27,122,100,50,-9.6
942,MIL,1984,161,67,94,Ind. Games,6057,5511,641,1446,232,36,96,598,432,673,.262,.317,.370,.686,42,46,35,26,151,52,57,-4.3
943,MIL,1999,161,74,87,Ind. Games,6433,5582,815,1524,299,30,165,777,658,1065,.273,.353,.426,.779,87,51,44,55,110,81,33,2.1
944,MIL,2004,161,67,94,Ind. Games,6195,5483,634,1358,295,32,135,601,540,1312,.248,.321,.387,.708,56,40,49,68,120,138,40,-13.2
945,MIL,1997,161,78,83,Ind. Games,6097,5444,681,1415,294,27,135,643,494,967,.260,.325,.398,.723,48,52,31,58,123,103,55,-10.7
946,MIL,1985,161,71,90,Ind. Games,6158,5568,690,1467,250,44,101,636,462,746,.263,.319,.379,.698,54,55,33,19,144,69,34,-4.7
947,MIA,2016,161,79,82,Ind. Games,6134,5547,655,1460,259,42,128,626,447,1213,.263,.322,.394,.716,46,38,40,54,140,71,28,-1.8
948,LAD,2011,161,82,79,Ind. Games,6094,5436,644,1395,237,28,117,613,498,1087,.257,.322,.375,.697,71,43,61,45,101,126,40,-2.6
949,KCR,1996,161,75,86,Ind. Games,6229,5542,746,1477,286,38,123,689,529,943,.267,.332,.398,.731,66,49,36,43,102,195,85,-12.8
950,KCR,1999,161,64,97,Ind. Games,6325,5624,856,1584,294,52,151,800,535,932,.282,.348,.433,.781,46,56,25,64,156,127,39,-3.6
951,KCR,1997,161,67,94,Ind. Games,6295,5599,747,1478,256,35,158,711,561,1061,.264,.333,.407,.740,51,42,34,42,108,130,66,-10.0
952,KCR,1990,161,75,86,Ind. Games,6099,5488,707,1465,316,44,100,660,498,879,.267,.328,.395,.723,31,54,32,27,132,107,62,-0.8
953,KCR,1988,161,84,77,Ind. Games,6086,5469,704,1419,275,40,121,671,486,944,.259,.321,.391,.712,46,51,44,33,105,137,54,0.0
954,KCR,1998,161,72,89,Ind. Games,6191,5546,714,1459,274,40,134,686,475,984,.263,.324,.399,.724,45,65,24,60,118,135,50,-6.8
955,HOU,2008,161,86,75,Ind. Games,6051,5451,712,1432,284,22,167,684,449,1051,.263,.323,.415,.737,57,41,42,52,116,114,52,5.0
956,FLA,2000,161,79,82,Ind. Games,6203,5509,731,1441,274,29,160,691,540,1184,.262,.331,.409,.740,42,51,39,60,100,168,55,-3.4
957,FLA,2008,161,84,77,Ind. Games,6206,5499,770,1397,302,28,208,741,543,1371,.254,.326,.433,.759,49,46,50,69,98,76,28,7.5
958,DET,2015,161,74,87,Ind. Games,6159,5605,689,1515,289,49,151,660,455,1259,.270,.328,.420,.748,23,35,36,41,152,83,51,-1.2
959,DET,2016,161,86,75,Ind. Games,6127,5526,750,1476,252,30,211,719,493,1303,.267,.331,.438,.769,17,38,32,53,135,58,29,2.3
960,DET,1999,161,69,92,Ind. Games,6096,5481,747,1433,289,34,212,704,458,1049,.261,.326,.443,.768,35,39,19,82,108,108,70,-10.7
961,DET,2002,161,55,106,Ind. Games,5920,5406,575,1340,265,37,124,546,363,1035,.248,.300,.379,.679,30,57,22,64,125,65,44,-14.1
962,DET,1985,161,84,77,Ind. Games,6223,5575,729,1413,254,45,202,703,526,926,.253,.318,.424,.742,40,53,56,27,81,75,41,-2.4
963,CLE,2015,161,81,80,Ind. Games,6109,5439,669,1395,303,29,141,640,533,1157,.256,.325,.401,.725,47,50,34,39,134,86,28,-6.6
964,CLE,1996,161,99,62,Ind. Games,6486,5681,952,1665,335,23,218,904,671,844,.293,.369,.475,.844,34,57,44,43,164,160,50,5.4
965,CLE,2016,161,94,67,Ind. Games,6155,5484,777,1435,308,29,185,733,531,1246,.262,.329,.430,.759,31,60,16,49,137,134,31,2.4
966,CLE,1997,161,86,75,Ind. Games,6304,5556,868,1589,301,22,220,810,617,955,.286,.358,.467,.825,45,49,39,37,152,118,59,9.4
967,CIN,1988,161,87,74,Ind. Games,6063,5426,641,1334,246,25,122,589,479,922,.246,.309,.368,.677,69,51,60,37,99,207,56,-0.2
968,CHW,1988,161,71,90,Ind. Games,6039,5449,631,1327,224,35,132,574,446,908,.244,.303,.370,.673,67,43,50,34,118,98,46,-6.7
969,CHW,1989,161,69,92,Ind. Games,6132,5504,693,1493,262,36,94,661,464,873,.271,.328,.383,.711,85,51,51,28,113,97,52,-1.5
970,CHW,1997,161,80,81,Ind. Games,6201,5491,779,1498,260,28,158,740,569,901,.273,.341,.417,.758,47,60,40,33,133,106,52,1.6
971,CHC,2008,161,97,64,Ind. Games,6384,5588,855,1552,329,21,184,811,636,1186,.278,.354,.443,.797,65,45,48,50,134,87,34,8.2
972,CHC,1984,161,96,65,Ind. Games,6143,5437,762,1415,240,47,136,703,567,967,.260,.331,.397,.727,59,51,69,29,102,152,66,12.4
973,CHC,2009,161,83,78,Ind. Games,6244,5486,707,1398,293,29,161,678,592,1185,.255,.332,.407,.738,65,42,44,59,134,56,34,-6.0
974,CHC,1987,161,76,85,Ind. Games,6197,5583,720,1475,244,33,209,683,504,1064,.264,.326,.432,.758,59,30,45,21,109,109,48,-0.6
975,CAL,1996,161,70,91,Ind. Games,6320,5686,762,1571,256,24,192,727,527,974,.276,.339,.431,.770,45,33,40,29,148,53,39,-10.5
976,BOS,1986,161,95,66,Ind. Games,6255,5498,794,1488,320,21,144,752,595,707,.271,.346,.415,.761,44,52,56,66,142,41,34,8.6
977,BOS,2001,161,82,79,Ind. Games,6264,5605,772,1493,316,29,198,739,520,1131,.266,.334,.439,.773,28,41,50,70,132,46,35,-2.3
978,BAL,1985,161,83,78,Ind. Games,6212,5517,818,1451,234,22,214,773,604,908,.263,.336,.430,.765,31,40,30,19,132,69,43,10.1
979,BAL,1990,161,76,85,Ind. Games,6223,5410,669,1328,234,22,132,623,660,962,.245,.330,.370,.700,72,41,50,40,131,94,52,0.3
980,BAL,1988,161,54,107,Ind. Games,5979,5358,550,1275,199,20,137,519,504,869,.238,.305,.359,.664,40,45,31,32,140,69,44,-11.8
981,BAL,2008,161,68,93,Ind. Games,6211,5559,782,1486,322,30,172,750,533,990,.267,.333,.429,.762,27,48,37,42,111,81,37,-0.8
982,ATL,1986,161,72,89,Ind. Games,6069,5384,615,1348,241,24,138,575,538,904,.250,.319,.381,.700,79,42,62,24,124,93,76,-4.1
983,ATL,2016,161,68,93,Ind. Games,6192,5514,649,1404,295,27,122,615,502,1240,.255,.321,.384,.705,64,52,60,59,145,75,34,-9.7
984,ATL,1989,161,63,97,Ind. Games,6079,5463,584,1281,201,22,128,544,485,996,.234,.298,.350,.647,65,42,51,24,94,83,54,-10.9
985,ATL,1987,161,69,92,Ind. Games,6227,5428,747,1401,284,24,152,696,641,834,.258,.339,.403,.742,86,34,82,38,133,135,68,0.0
986,ATL,2002,161,101,59,Ind. Games,6224,5495,708,1428,280,25,164,669,558,1028,.260,.331,.409,.741,67,49,68,54,147,76,39,0.7
987,ATL,1980,161,81,80,Ind. Games,5961,5402,630,1352,226,22,144,597,434,899,.250,.307,.380,.687,69,33,49,20,124,73,52,2.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,PIT,1988,160,85,75,Ind. Games,6091,5379,651,1327,240,45,110,619,553,947,.247,.317,.369,.687,66,60,65,32,97,119,60,0.8
989,NYM,1988,160,100,60,Ind. Games,6105,5408,703,1387,251,24,152,659,544,842,.256,.325,.396,.721,65,56,79,32,94,140,51,11.7
990,LAD,1989,160,77,83,Ind. Games,6124,5465,554,1313,241,17,89,513,507,885,.240,.306,.339,.645,83,41,77,27,98,81,54,-14.7
991,CLE,1980,160,79,81,Ind. Games,6259,5470,738,1517,221,40,89,692,617,625,.277,.350,.381,.731,60,74,51,37,165,118,58,3.0
992,CHC,1986,160,70,90,Ind. Games,6127,5499,680,1409,258,27,155,638,508,966,.256,.318,.398,.716,54,51,56,15,113,132,62,-1.3
993,CHC,1991,160,77,83,Ind. Games,6130,5522,695,1395,232,26,159,654,442,879,.253,.309,.390,.700,75,55,41,36,87,123,64,3.7
994,CAL,1980,160,65,95,Ind. Games,6134,5443,698,1442,236,32,106,655,539,889,.265,.332,.378,.710,71,49,38,32,141,91,63,-4.6
995,BOS,1980,160,83,77,Ind. Games,6200,5603,757,1588,297,36,162,717,475,720,.283,.340,.436,.776,40,50,48,32,151,79,48,-1.1
